SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
7,24.7,543939,7,21,tcp,1540,8,15221,16090,24778600,clien-7,Switch1,47.351152,47.351152,47.361275,0,328.167486,505378,1540,0.236307,0,47.351152,47.381522,1,50.029842,Normal
24.1,1,210631,21,1,ack,55,2,6564,16091,885005,Switch1,clien-1,21.066742,21.066742,21.076745,0,328.297902,18056.4,55,0.00844,0,21.046735,21.076745,1.030016,50.043427,Normal
24.12,12,205895,22,12,ack,55,13,6411,16103,885665,Switch2,clien-12,20.61953,20.61953,20.629533,0,328.491596,18067,55,0.008446,0,20.599523,20.629533,1.030026,50.051067,Normal
24.1,10,81000,23,22,ack,55,11,2526,16103,885665,Router,Switch2,8.848765,8.848765,8.858768,0,328.561918,18070.9,55,0.008446,0,8.838762,8.868771,1.030013,50.040562,Normal
4,24.4,509237,21,23,tcp,1540,5,14344,16091,24780100,Switch1,Router,44.698478,44.699032,44.709155,0.000554,328.217832,505455,1540,0.236321,0.001601,44.688355,44.720325,1,50.025368,Normal
24.13,13,229193,22,13,ack,55,14,7150,16103,885665,Switch2,clien-13,22.815357,22.815357,22.82536,0,328.460278,18065.3,55,0.008446,0,22.79535,22.82536,1.030032,50.055747,Normal
11.2,24.53,8025,23,24,cbr,1500,32,309,9108,13662000,router,server1,8.482971,8.485251,8.495371,0.00228,1016.449678,1524670,1500,0.130291,0.0348,8.460571,8.495371,1,9.960601,UDP-Flood
16.1,24.36,513082,23,24,cbr,1000,37,2498,6250,6250000,Router,server1,45.00464,45.005208,45.015288,0.000568,124.941827,124942,1000,0.059605,0.001048,44.984,45.015288,25,75.02328,Normal
3.1,24.23,593823,21,23,cbr,1000,24,3879,6250,6250000,Switch1,Router,56.04208,56.04232,56.0524,0.00024,124.943226,124943,1000,0.059605,0.00048,56.032,56.06272,25,75.02272,Normal
3,24.3,307092,3,21,tcp,1540,4,9251,16091,24780100,clien-3,Switch1,29.183518,29.183518,29.193642,0,328.240918,505490,1540,0.236321,0,29.183518,29.213888,1,50.02192,Normal
5,24.5,122500,23,24,tcp,1540,6,3826,16091,24780100,Router,server1,12.769302,12.769302,12.779426,0,328.204637,505434,1540,0.236321,0,12.749056,12.779426,1,50.027339,Normal
13,24.13,162665,13,22,tcp,1540,14,5077,16103,24798600,clien-13,Switch2,16.528306,16.528306,16.538429,0,328.460131,505828,1540,0.236498,0,16.528306,16.558675,1,50.025737,Normal
0.1,24.2,608010,0,21,cbr,1000,21,4583,6250,6250000,clien-0,Switch1,61.664,61.664,61.67408,0,124.944425,124944,1000,0.059605,0,61.664,61.69424,25,75.02224,Normal
24.7,7,329513,21,7,ack,55,8,9806,16090,884950,Switch1,clien-7,30.920919,30.920919,30.930922,0,328.167767,18049.2,55,0.00844,0,30.900913,30.930922,1.030051,50.059851,Normal
24.5,5,287767,21,5,ack,55,6,8752,16091,885005,Switch1,clien-5,27.719653,27.719653,27.729656,0,328.204851,18051.3,55,0.00844,0,27.699646,27.729656,1.030042,50.057349,Normal
24.15,15,237570,22,15,ack,55,16,7404,16092,885060,Switch2,clien-15,23.602791,23.602791,23.612795,0,328.206042,18051.3,55,0.008441,0,23.582785,23.612795,1.030045,50.060221,Normal
24.3,3,282123,23,21,ack,55,4,8619,16091,885005,Router,Switch1,27.276438,27.276438,27.286442,0,328.241051,18053.3,55,0.00844,0,27.266435,27.296445,1.030029,50.051929,Normal
24.3,3,109779,21,3,ack,55,4,3420,16091,885005,Switch1,clien-3,11.567824,11.567824,11.577827,0,328.241051,18053.3,55,0.00844,0,11.547818,11.577827,1.030029,50.051929,Normal
15.1,24.35,263957,22,23,cbr,1000,36,109,6250,6250000,Switch2,Router,25.88208,25.88248,25.89256,0.0004,124.942227,124942,1000,0.059605,0.000901,25.872,25.903141,25,75.02312,Normal
24.8,8,8596,24,23,ack,55,9,258,16088,884840,server1,Router,2.020347,2.020347,2.03035,0,328.113525,18046.2,55,0.008438,0,2.020347,2.050357,1.030054,50.061864,Normal
4,24.4,39816,21,23,tcp,1540,5,1245,16091,24780100,Switch1,Router,4.968661,4.968661,4.978784,0,328.217832,505455,1540,0.236321,0,4.958538,4.988907,1,50.025368,Normal
8,24.8,515735,21,23,tcp,1540,9,14505,16088,24775500,Switch1,Router,45.198245,45.198245,45.208368,0,328.11323,505294,1540,0.236278,0,45.188122,45.218491,1,50.031854,Normal
3,24.3,187015,3,21,tcp,1540,4,5831,16091,24780100,clien-3,Switch1,18.82099,18.82099,18.831114,0,328.240918,505490,1540,0.236321,0,18.82099,18.85136,1,50.02192,Normal
13,24.13,288890,23,24,tcp,1540,14,8799,16103,24798600,Router,server1,27.806093,27.807693,27.817816,0.0016,328.460131,505828,1540,0.236498,0.0016,27.785846,27.817816,1,50.025737,Normal
7.1,24.27,619717,23,24,cbr,1000,28,5165,6250,6250000,Router,server1,66.34072,66.34128,66.35136,0.00056,124.941627,124942,1000,0.059605,0.00112,66.32,66.35136,25,75.02336,Normal
4,24.4,130615,4,21,tcp,1540,5,4073,16091,24780100,clien-4,Switch1,13.511194,13.511194,13.521317,0,328.217832,505455,1540,0.236321,0,13.511194,13.541563,1,50.025368,Normal
24.13,13,104640,23,22,ack,55,14,3258,16103,885665,Router,Switch2,11.074294,11.074294,11.084298,0,328.460278,18065.3,55,0.008446,0,11.064291,11.094301,1.030032,50.055747,Normal
26,25.1,45507,26,25,ack,576,1,2438801,5628,3241730,webserverlistin,webcache,43.413136,43.5276,43.566816,0.114464,658.090443,379060,576,0.030916,0.15368,43.413136,43.566816,1.447776,9.999792,Normal
14.1,24.34,604007,23,24,cbr,1000,35,4383,6250,6250000,Router,server1,60.08448,60.08488,60.09496,0.0004,124.942626,124943,1000,0.059605,0.00072,60.064,60.09496,25,75.02296,Normal
17,24.19,30079,23,24,tcp,46488,0,-1,210,9762480,router,server1,29.067185,29.109128,29.12437,0.041943,23.015288,1069934.691,46488,0.093102,0.12437,29,29.12437,0,9.12437,HTTP-FLOOD
24.12,12,412556,24,23,ack,55,13,11905,16103,885665,server1,Router,37.272274,37.272274,37.282277,0,328.491596,18067,55,0.008446,0,37.272274,37.302284,1.030026,50.051067,Normal
9.1,24.29,471784,23,24,cbr,1000,30,2102,6250,6250000,Router,server1,41.836933,41.837776,41.847856,0.000843,124.940828,124941,1000,0.059605,0.001616,41.816,41.847856,25,75.02368,Normal
24.3,3,229062,24,23,ack,55,4,7141,16091,885005,server1,Router,22.778718,22.778718,22.788722,0,328.241051,18053.3,55,0.00844,0,22.778718,22.808728,1.030029,50.051929,Normal
19.1,24.39,525088,22,23,cbr,1000,40,2613,6250,6250000,Switch2,Router,45.91408,45.914822,45.924902,0.000742,124.940628,124941,1000,0.059605,0.001586,45.904,45.935826,25,75.02376,Normal
24.12,12,227706,22,12,ack,55,13,7092,16103,885665,Switch2,clien-12,22.672669,22.672669,22.682672,0,328.491596,18067,55,0.008446,0,22.652662,22.682672,1.030026,50.051067,Normal
8,24.8,336804,8,21,tcp,1540,9,10001,16088,24775500,clien-8,Switch1,31.46199,31.46199,31.472113,0,328.11323,505294,1540,0.236278,0,31.46199,31.492359,1,50.031854,Normal
24.1,10,73943,24,23,ack,55,11,2303,16103,885665,server1,Router,8.173482,8.173482,8.183485,0,328.561918,18070.9,55,0.008446,0,8.173482,8.203491,1.030013,50.040562,Normal
6,24.6,539507,21,23,tcp,1540,7,15105,16091,24780100,Switch1,Router,47.020771,47.020771,47.030895,0,328.192835,505416,1540,0.236321,0,47.010648,47.041018,1,50.029102,Normal
6.1,24.26,393245,21,23,cbr,1000,27,1349,6250,6250000,Switch1,Router,35.80208,35.80248,35.81256,0.0004,124.942027,124942,1000,0.059605,0.000854,35.792,35.823094,25,75.0232,Normal
4.2,24.46,58380,4,21,cbr,1500,25,2466,10050,15075000,client-4,switch1,55.511714,55.511834,55.521954,0.00012,1118.27935,1677420,1500,0.143766,0.03048,55.511714,55.542194,1,9.987021,UDP-Flood
24.3,3,394831,21,3,ack,55,4,11451,16091,885005,Switch1,clien-3,35.933159,35.933159,35.943162,0,328.241051,18053.3,55,0.00844,0,35.913152,35.943162,1.030029,50.051929,Normal
5,24.5,198209,23,24,tcp,1540,6,6190,16091,24780100,Router,server1,19.895942,19.895942,19.906065,0,328.204637,505434,1540,0.236321,0,19.875696,19.906065,1,50.027339,Normal
24,0,74664,23,21,ack,55,1,2324,16091,885005,Router,Switch1,8.253966,8.253966,8.26397,0,328.316229,18057.4,55,0.00844,0,8.243963,8.273973,1.03001,50.040685,Normal
11,24.11,291442,22,23,tcp,1540,12,8866,16103,24798600,Switch2,Router,27.99324,27.99324,28.003363,0,328.522879,505925,1540,0.236498,0,27.983117,28.013486,1,50.016373,Normal
9,24.9,74980,9,21,tcp,1540,10,2342,16085,24770900,clien-9,Switch1,8.27348,8.27348,8.283603,0,328.063862,505218,1540,0.236234,0,8.27348,8.30385,1,50.030088,Normal
10,24.1,306136,23,24,tcp,1540,11,9241,16103,24798600,Router,server1,29.130128,29.130128,29.140251,0,328.561898,505985,1540,0.236498,0,29.109882,29.140251,1,50.010552,Normal
24.5,5,59414,24,23,ack,55,6,1849,16091,885005,server1,Router,6.80287,6.80287,6.812874,0,328.204851,18051.3,55,0.00844,0,6.80287,6.83288,1.030042,50.057349,Normal
6,24.6,80679,23,24,tcp,1540,7,2517,16091,24780100,Router,server1,8.828515,8.828515,8.838638,0,328.192835,505416,1540,0.236321,0,8.808269,8.838638,1,50.029102,Normal
24.5,5,412400,24,23,ack,55,6,11893,16091,885005,server1,Router,37.260945,37.260945,37.270948,0,328.204851,18051.3,55,0.00844,0,37.260945,37.290954,1.030042,50.057349,Normal
24,0,280947,21,0,ack,55,1,8585,16091,885005,Switch1,clien-0,27.196101,27.196101,27.206104,0,328.316229,18057.4,55,0.00844,0,27.176094,27.206104,1.03001,50.040685,Normal
24.6,6,6617,21,6,ack,55,7,192,16091,885005,Switch1,clien-6,1.853056,1.853056,1.863059,0,328.19309,18050.6,55,0.00844,0,1.83305,1.863059,1.030048,50.059112,Normal
24.3,3,459,21,3,ack,55,4,13,16091,885005,Switch1,clien-3,1.243843,1.243843,1.253846,0,328.241051,18053.3,55,0.00844,0,1.223837,1.253846,1.030029,50.051929,Normal
7,24.7,529989,23,24,tcp,1540,8,14863,16090,24778600,Router,server1,46.301373,46.302544,46.312667,0.001171,328.167486,505378,1540,0.236307,0.001723,46.280574,46.312667,1,50.029842,Normal
6,24.6,78756,6,21,tcp,1540,7,2457,16091,24780100,clien-6,Switch1,8.627131,8.627131,8.637254,0,328.192835,505416,1540,0.236321,0,8.627131,8.657501,1,50.029102,Normal
24.8,8,207363,24,23,ack,55,9,6458,16088,884840,server1,Router,20.738888,20.738888,20.748891,0,328.113525,18046.2,55,0.008438,0,20.738888,20.768898,1.030054,50.061864,Normal
24.1,1,263772,24,23,ack,55,2,8160,16091,885005,server1,Router,25.857678,25.857678,25.867682,0,328.297902,18056.4,55,0.00844,0,25.857678,25.887688,1.030016,50.043427,Normal
24.8,8,111166,21,8,ack,55,9,3458,16088,884840,Switch1,clien-8,11.701888,11.701888,11.711891,0,328.113525,18046.2,55,0.008438,0,11.681882,11.711891,1.030054,50.061864,Normal
10,24.1,161252,22,23,tcp,1540,11,5040,16103,24798600,Switch2,Router,16.409046,16.409046,16.41917,0,328.561898,505985,1540,0.236498,0,16.398923,16.429293,1,50.010552,Normal
24.1,1,59973,21,1,ack,55,2,1868,16091,885005,Switch1,clien-1,6.877958,6.877958,6.887962,0,328.297902,18056.4,55,0.00844,0,6.857952,6.887962,1.030016,50.043427,Normal
9,24.9,566622,9,21,tcp,1540,10,15787,16085,24770900,clien-9,Switch1,49.088728,49.088728,49.098851,0,328.063862,505218,1540,0.236234,0.0016,49.088728,49.120698,1,50.030088,Normal
3,24.3,79326,23,24,tcp,1540,4,2476,16091,24780100,Router,server1,8.698763,8.698763,8.708886,0,328.240918,505490,1540,0.236321,0,8.678517,8.708886,1,50.02192,Normal
13,24.13,525235,23,24,tcp,1540,14,14761,16103,24798600,Router,server1,45.93561,45.935733,45.945856,0.000123,328.460131,505828,1540,0.236498,0.000123,45.915363,45.945856,1,50.025737,Normal
24.12,12,17413,24,23,ack,55,13,532,16103,885665,server1,Router,2.848038,2.848038,2.858042,0,328.491596,18067,55,0.008446,0,2.848038,2.878048,1.030026,50.051067,Normal
24.5,5,27764,24,23,ack,55,6,854,16091,885005,server1,Router,3.823469,3.823469,3.833472,0,328.204851,18051.3,55,0.00844,0,3.823469,3.853478,1.030042,50.057349,Normal
10,24.1,99256,22,23,tcp,1540,11,3105,16103,24798600,Switch2,Router,10.569142,10.569142,10.579266,0,328.561898,505985,1540,0.236498,0,10.559019,10.589389,1,50.010552,Normal
14,24.14,328936,22,23,tcp,1540,15,9809,16103,24798600,Switch2,Router,30.866821,30.867128,30.877251,0.000307,328.431807,505785,1540,0.236498,0.001477,30.856698,30.888544,1,50.029965,Normal
24.3,3,254770,23,21,ack,55,4,7929,16091,885005,Router,Switch1,25.175037,25.175037,25.18504,0,328.241051,18053.3,55,0.00844,0,25.165034,25.195043,1.030029,50.051929,Normal
24.6,6,84415,23,21,ack,55,7,2630,16091,885005,Router,Switch1,9.169141,9.169141,9.179144,0,328.19309,18050.6,55,0.00844,0,9.159138,9.189147,1.030048,50.059112,Normal
24,0,116669,21,0,ack,55,1,3635,16091,885005,Switch1,clien-0,12.221277,12.221277,12.23128,0,328.316229,18057.4,55,0.00844,0,12.20127,12.23128,1.03001,50.040685,Normal
24.11,11,227012,24,23,ack,55,12,7071,16103,885665,server1,Router,22.588834,22.588834,22.598837,0,328.522947,18068.8,55,0.008446,0,22.588834,22.618843,1.030019,50.046382,Normal
1,24.1,168336,23,24,tcp,1540,2,5255,16091,24780100,Router,server1,17.085066,17.085066,17.095189,0,328.297855,505578,1540,0.236321,0,17.064819,17.095189,1,50.013418,Normal
24.13,13,525256,24,23,ack,55,14,14745,16103,885665,server1,Router,45.917882,45.917882,45.927885,0,328.460278,18065.3,55,0.008446,0,45.917882,45.947891,1.030032,50.055747,Normal
4,24.4,215289,4,21,tcp,1540,5,6714,16091,24780100,clien-4,Switch1,21.481741,21.481741,21.491864,0,328.217832,505455,1540,0.236321,0,21.481741,21.51211,1,50.025368,Normal
0.2,24.42,74034,23,24,cbr,1500,21,2841,9108,13662000,router,server1,70.215183,70.216983,70.227103,0.0018,1016.54917,1524820,1500,0.130291,0.03396,70.193143,70.227103,1,9.959724,UDP-Flood
1,24.1,439612,1,21,tcp,1540,2,12592,16091,24780100,clien-1,Switch1,39.348082,39.348082,39.358205,0,328.297855,505578,1540,0.236321,0.000039,39.348082,39.378491,1,50.013418,Normal
24.15,15,82394,22,15,ack,55,16,2568,16092,885060,Switch2,clien-15,8.9916,8.9916,9.001603,0,328.206042,18051.3,55,0.008441,0,8.971594,9.001603,1.030045,50.060221,Normal
13.1,24.33,344139,23,24,cbr,1000,34,878,6250,6250000,Router,server1,32.0444,32.044724,32.054804,0.000324,124.943026,124943,1000,0.059605,0.000564,32.024,32.054804,25,75.0228,Normal
0,24,389266,0,21,tcp,1540,1,11328,16091,24780100,clien-0,Switch1,35.486802,35.486802,35.496926,0,328.316229,505606,1540,0.236321,0,35.486802,35.517172,1,50.010675,Normal
2.1,24.22,368199,2,21,cbr,1000,23,1109,6250,6250000,clien-2,Switch1,33.872,33.872,33.88208,0,124.943625,124944,1000,0.059605,0.000384,33.872,33.902624,25,75.02256,Normal
24.13,13,499056,23,22,ack,55,14,14085,16103,885665,Router,Switch2,43.919421,43.919421,43.929424,0,328.460278,18065.3,55,0.008446,0,43.909418,43.939427,1.030032,50.055747,Normal
24,0,76590,21,0,ack,55,1,2386,16091,885005,Switch1,clien-0,8.4456,8.4456,8.455603,0,328.316229,18057.4,55,0.00844,0,8.425594,8.455603,1.03001,50.040685,Normal
24.3,3,340866,21,3,ack,55,4,10096,16091,885005,Switch1,clien-3,31.793269,31.793269,31.803272,0,328.241051,18053.3,55,0.00844,0,31.773262,31.803272,1.030029,50.051929,Normal
11.1,24.31,426819,22,23,cbr,1000,32,1671,6250,6250000,Switch2,Router,38.37808,38.37816,38.38824,0.00008,124.943825,124944,1000,0.059605,0.000229,38.368,38.398469,25,75.02248,Normal
5,24.5,186636,23,24,tcp,1540,6,5826,16091,24780100,Router,server1,18.807638,18.807638,18.817761,0,328.204637,505434,1540,0.236321,0,18.787392,18.817761,1,50.027339,Normal
10,24.1,78751,23,24,tcp,1540,11,2464,16103,24798600,Router,server1,8.646762,8.646762,8.656885,0,328.561898,505985,1540,0.236498,0,8.626515,8.656885,1,50.010552,Normal
24.5,5,486720,21,5,ack,55,6,13769,16091,885005,Switch1,clien-5,42.981683,42.981683,42.991686,0,328.204851,18051.3,55,0.00844,0,42.961677,42.991686,1.030042,50.057349,Normal
24.4,4,375023,23,21,ack,55,5,10951,16091,885005,Router,Switch1,34.403893,34.403893,34.413897,0,328.218006,18052,55,0.00844,0,34.39389,34.4239,1.030035,50.055377,Normal
12.2,24.54,2077,22,23,cbr,1500,33,78,8655,12982500,switch2,router,2.936909,2.938109,2.948229,0.0012,962.684973,1444030,1500,0.123811,0.03307,2.926429,2.959499,1,9.99048,UDP-Flood
7,24.7,371220,21,23,tcp,1540,8,10870,16090,24778600,Switch1,Router,34.113778,34.113778,34.123901,0,328.167486,505378,1540,0.236307,0,34.103655,34.134025,1,50.029842,Normal
12,24.12,36963,12,22,tcp,1540,13,1151,16103,24798600,clien-12,Switch2,4.689178,4.689178,4.699301,0,328.491489,505876,1540,0.236498,0,4.689178,4.719547,1,50.021057,Normal
16.2,24.58,50908,22,23,cbr,1500,37,1944,9108,13662000,switch2,router,48.406691,48.407051,48.417171,0.00036,1016.430848,1524650,1500,0.130291,0.0312,48.396571,48.427771,1,9.960767,UDP-Flood
14,24.14,57571,22,23,tcp,1540,15,1794,16103,24798600,Switch2,Router,6.638334,6.638334,6.648458,0,328.431807,505785,1540,0.236498,0,6.628211,6.658581,1,50.029965,Normal
16.1,24.36,626910,16,22,cbr,1000,37,5521,6250,6250000,clien-16,Switch2,69.168,69.168,69.17808,0,124.941827,124942,1000,0.059605,0.00104,69.168,69.19928,25,75.02328,Normal
1,24.1,207468,21,23,tcp,1540,2,6475,16091,24780100,Switch1,Router,20.758074,20.758074,20.768197,0,328.297855,505578,1540,0.236321,0,20.74795,20.77832,1,50.013418,Normal
11,24.11,332343,23,24,tcp,1540,12,9895,16103,24798600,Router,server1,31.13915,31.13915,31.149274,0,328.522879,505925,1540,0.236498,0,31.118904,31.149274,1,50.016373,Normal
24.2,2,395594,24,23,ack,55,3,11479,16091,885005,server1,Router,35.972669,35.972669,35.982672,0,328.26412,18054.5,55,0.00844,0,35.972669,36.002679,1.030022,50.048477,Normal
0,24,224723,21,23,tcp,1540,1,7013,16091,24780100,Switch1,Router,22.384637,22.384637,22.39476,0,328.316229,505606,1540,0.236321,0,22.374514,22.404883,1,50.010675,Normal
24.6,6,133724,24,23,ack,55,7,4163,16091,885005,server1,Router,13.805918,13.805918,13.815921,0,328.19309,18050.6,55,0.00844,0,13.805918,13.835928,1.030048,50.059112,Normal
5,24.5,79372,5,21,tcp,1540,6,2475,16091,24780100,clien-5,Switch1,8.68443,8.68443,8.694554,0,328.204637,505434,1540,0.236321,0,8.68443,8.7148,1,50.027339,Normal
24.5,5,4884,21,5,ack,55,6,149,16091,885005,Switch1,clien-5,1.689662,1.689662,1.699666,0,328.204851,18051.3,55,0.00844,0,1.669656,1.699666,1.030042,50.057349,Normal
24.14,14,128491,22,14,ack,55,15,4003,16103,885665,Switch2,clien-14,13.335822,13.335822,13.345826,0,328.432001,18063.8,55,0.008446,0,13.315816,13.345826,1.030038,50.059974,Normal
3,24.3,218035,23,24,tcp,1540,4,6803,16091,24780100,Router,server1,21.763011,21.763011,21.773134,0,328.240918,505490,1540,0.236321,0,21.742764,21.773134,1,50.02192,Normal
12.1,24.32,634827,12,22,cbr,1000,33,5914,6250,6250000,clien-12,Switch2,72.312,72.312,72.32208,0,124.943426,124943,1000,0.059605,0.0004,72.312,72.34264,25,75.02264,Normal
18.1,24.38,530395,22,23,cbr,1000,39,2664,6250,6250000,Switch2,Router,46.32208,46.32276,46.33284,0.00068,124.941028,124941,1000,0.059605,0.001443,46.312,46.343683,25,75.0236,Normal
0.1,24.2,588836,0,21,cbr,1000,21,3631,6250,6250000,clien-0,Switch1,54.048,54.048,54.05808,0,124.944425,124944,1000,0.059605,0,54.048,54.07824,25,75.02224,Normal
19.2,24.61,18066,22,23,cbr,692,40,695,9108,6302740,switch2,router,17.833513,17.836854,17.846909,0.003341,1016.418257,703362,692,0.060108,0.038049,17.822857,17.860906,1,9.960878,UDP-Flood
24.1,1,128874,24,23,ack,55,2,4011,16091,885005,server1,Router,13.35057,13.35057,13.360573,0,328.297902,18056.4,55,0.00844,0,13.35057,13.380579,1.030016,50.043427,Normal
5,24.5,490628,21,23,tcp,1540,6,13881,16091,24780100,Switch1,Router,43.273205,43.273205,43.283328,0,328.204637,505434,1540,0.236321,0,43.263082,43.293451,1,50.027339,Normal
6,24.6,109057,6,21,tcp,1540,7,3404,16091,24780100,clien-6,Switch1,11.481339,11.481339,11.491462,0,328.192835,505416,1540,0.236321,0,11.481339,11.511709,1,50.029102,Normal
13,24.13,489467,23,24,tcp,1540,14,13851,16103,24798600,Router,server1,43.194362,43.194362,43.204485,0,328.460131,505828,1540,0.236498,0,43.174115,43.204485,1,50.025737,Normal
20,25,74300,23,25,tcp,55,0,44,7085,389675,router,webcache,70.467136,70.467136,70.497776,0,94.7212,5209.67,55,0.003716,0.071283,70.426493,70.497776,1.201267,75.999728,SIDDOS
7,24.7,256565,7,21,tcp,1540,8,7981,16090,24778600,clien-7,Switch1,25.304098,25.304098,25.314221,0,328.167486,505378,1540,0.236307,0.0016,25.304098,25.336067,1,50.029842,Normal
24.12,12,523899,23,22,ack,55,13,14711,16103,885665,Router,Switch2,45.823895,45.823895,45.833898,0,328.491596,18067,55,0.008446,0,45.813891,45.843901,1.030026,50.051067,Normal
24.5,5,501322,21,5,ack,55,6,14135,16091,885005,Switch1,clien-5,44.10205,44.10205,44.112053,0,328.204851,18051.3,55,0.00844,0,44.082043,44.112053,1.030042,50.057349,Normal
2,24.2,16444,21,23,tcp,1540,3,512,16091,24780100,Switch1,Router,2.76729,2.76729,2.777413,0,328.26404,505526,1540,0.236321,0,2.757166,2.787536,1,50.018467,Normal
24.5,5,159372,23,21,ack,55,6,4964,16091,885005,Router,Switch1,16.230473,16.230473,16.240476,0,328.204851,18051.3,55,0.00844,0,16.22047,16.25048,1.030042,50.057349,Normal
24.7,7,166295,24,23,ack,55,8,5182,16090,884950,server1,Router,16.872894,16.872894,16.882898,0,328.167767,18049.2,55,0.00844,0,16.872894,16.902904,1.030051,50.059851,Normal
24.8,8,65663,23,21,ack,55,9,2033,16088,884840,Router,Switch1,7.40373,7.40373,7.413733,0,328.113525,18046.2,55,0.008438,0,7.393726,7.423736,1.030054,50.061864,Normal
24.14,14,212531,22,14,ack,55,15,6625,16103,885665,Switch2,clien-14,21.246155,21.246155,21.256158,0,328.432001,18063.8,55,0.008446,0,21.226148,21.256158,1.030038,50.059974,Normal
24.7,7,165008,23,21,ack,55,8,5141,16090,884950,Router,Switch1,16.761893,16.761893,16.771896,0,328.167767,18049.2,55,0.00844,0,16.75189,16.781899,1.030051,50.059851,Normal
10,24.1,179175,10,22,tcp,1540,11,5592,16103,24798600,clien-10,Switch2,18.087467,18.087467,18.097591,0,328.561898,505985,1540,0.236498,0,18.087467,18.117837,1,50.010552,Normal
